1146,101
355,206
1295,602
549,248
676,2
1111,469
1093,565
390,84
161,660
0,345
1149,346
723,820
1036,599
544,855
1088,4
530,392
1275,112
1019,393
1166,625
283,754
542,81
821,112
862,392
333,94
420,452
554,824
699,292
1298,889
436,866
788,278
12,96
1275,73
912,562
599,698
586,602
1238,319
560,647
1046,652
902,448
80,689
242,444
554,376
281,261
436,815
1297,291
201,49
234,332
796,890
232,490
679,319
624,481
288,84
232,647
11,287
231,187
244,429
125,329
0,206
298,817
1299,735
1216,714
994,317
291,0
221,472
72,649
171,866
619,669
248,506
1149,334
499,364
490,325
272,411
607,831
313,739
318,136
453,796
1111,357
609,729
1064,110
739,492
817,794
217,565
218,367
830,72
1280,866
418,743
329,784
60,598
161,682
932,276
161,234
600,859
656,878
82,892
663,317
904,444
1228,450
917,297
503,383
472,648
88,124
37,642
1210,742
248,836
879,742
1044,791
1081,488
768,81
363,448
872,711
562,676
1004,641
144,625
653,682
756,416
1010,815
390,242
191,14
194,563
1082,329
229,516
485,771
162,480
1191,343
171,812
10,822
1138,256
710,182
1297,647
182,648
1014,446
165,346
748,228

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
