--- scanner 0 ---
-626,-690,430
690,577,-636
-111,-11,19
709,634,-507
-716,-626,-567
-644,671,-713
-853,615,477

--- scanner 27 ---
844,492,419
694,433,-458
-321,702,-683
-304,511,387
-324,582,473
-375,820,-667
571,427,-564
661,-716,-433
776,-649,606
-697,-480,232
749,-578,545
757,498,568
-635,-495,409
763,541,386
-298,492,619
85,-54,-108
701,-546,-391
-389,629,-754
-525,-422,-575
-524,-472,-560
-695,-503,404
654,-516,-426
669,-471,610
683,321,-634
-429,-354,-510

--- scanner 28 ---
-327,-274,-925
724,-321,-450
-462,-227,-911
879,-578,328
-478,611,556
-477,471,698
-365,796,-807
-271,737,-664
-369,-251,-852
919,873,-730
776,939,-667
-592,-464,550
67,95,-130
-714,-521,503
736,867,522
721,-463,-522
796,798,585
636,797,502
-460,455,596
-682,-420,444
840,-569,389
-315,798,-780
887,937,-700
954,-595,304
750,-347,-652

--- scanner 29 ---
-492,-926,634
471,322,565
-941,268,570
-539,-728,679
358,320,618
512,-386,-709
386,408,650
-695,722,-538
-839,736,-609
-558,-957,660
549,481,-760
757,-794,595
433,531,-712
-674,758,-653
622,545,-644
-447,-621,-309
538,-426,-527
-56,18,7
-422,-426,-368
379,-389,-614
-796,283,472
-965,242,436
-431,-559,-447
600,-735,596
648,-658,645

--- scanner 30 ---
-340,387,680
-331,-792,458
618,-610,718
547,-626,758
-272,390,729
-580,564,-536
686,-744,-703
475,586,-778
844,475,533
-234,-646,-757
-503,613,-488
658,500,455
700,-676,-514
-271,-559,-598
-231,-741,-624
-350,-634,511
-639,563,-379
118,75,-29
636,-792,-587
712,412,565
613,-439,784
-252,339,719
477,533,-665
563,618,-750
-294,-842,493

--- scanner 31 ---
526,-583,906
-527,672,620
398,544,-668
726,566,397
-450,-864,908
384,-492,-595
-622,732,571
701,554,479
428,-692,866
347,-485,-389
-479,394,-609
-437,-670,908
500,581,436
-499,-499,-492
64,-103,52
538,-597,856
574,555,-780
-628,481,-603
-576,-553,-341
-540,-676,906
-595,647,746
453,-426,-456
-60,39,165
504,667,-674
-566,-553,-441
-446,475,-560

--- scanner 32 ---
804,618,-745
590,-382,762
108,63,-61
754,-752,-559
-292,491,777
524,-361,813
-389,586,759
874,627,-713
-367,786,-695
2,-91,45
-651,-392,-436
-287,703,701
793,701,-856
-746,-653,373
-666,-474,-457
724,-436,796
-537,-628,321
-707,-657,378
-471,698,-737
-468,826,-649
610,-730,-646
918,526,684
739,586,660
-641,-407,-349
789,612,756
649,-675,-519

--- scanner 33 ---
-560,-534,561
817,818,502
291,-548,280
-598,692,390
-446,-718,-479
537,-423,-361
315,-567,347
575,854,-858
-463,-538,-380
441,-434,-431
39,114,-11
-519,-575,620
337,-471,298
-531,-538,570
449,773,-797
-125,78,-114
-404,742,-585
-463,-539,-398
-619,801,488
-642,862,376
543,697,-757
800,883,489
-374,752,-520
473,-280,-447
720,871,628
-379,885,-493

--- scanner 34 ---
514,518,798
-680,390,-794
402,508,736
-660,607,596
-746,410,-689
742,-747,708
803,-383,-581
701,-341,-571
21,-61,48
-458,-575,704
-47,87,-78
597,561,-699
-746,-649,-570
-743,506,597
-432,-426,668
-678,-650,-346
740,-644,602
619,453,-848
-732,384,-629
-703,-677,-456
-742,696,667
709,-544,-622
-486,-530,763
538,453,-636
382,502,729
708,-548,690

--- scanner 35 ---
583,509,-553
645,-350,-879
-708,366,602
754,-651,391
-336,-471,692
-622,-743,-865
-43,28,-52
552,561,-625
727,723,415
-418,-456,671
-381,711,-596
-351,-481,779
-483,-812,-799
637,509,-665
-451,723,-705
-708,392,610
658,-328,-951
149,-46,11
-689,-849,-806
-414,803,-724
842,-755,433
702,842,475
632,-518,-878
-721,455,772
882,-654,479
749,826,414

--- scanner 36 ---
-675,-759,-370
-403,-745,345
787,823,-753
-633,545,-651
500,619,783
-452,655,710
772,905,-774
585,-693,612
431,758,717
-528,622,-691
-519,604,656
-20,42,14
394,552,724
67,190,-100
-390,-745,539
-784,-652,-423
762,890,-861
-489,567,-564
475,-703,517
-752,-663,-335
-529,504,656
573,-743,626
-493,-743,533
412,-757,-455
361,-568,-426
371,-649,-443

--- scanner 37 ---
565,-432,540
501,-492,529
696,791,-782
-608,620,764
-62,-111,-30
818,-547,-460
-626,449,-598
-891,-842,-580
-521,721,787
-39,22,116
588,536,467
-846,-705,796
-656,-792,-585
-820,-620,760
567,511,478
788,524,463
-807,-891,-612
-891,-666,880
705,-487,-412
617,658,-773
-664,529,-721
558,-547,560
-632,789,841
755,596,-757
696,-571,-538
-584,570,-601

--- scanner 38 ---
631,-465,425
-884,434,508
742,-519,493
655,-542,594
734,-598,-328
-660,-744,-547
-722,-649,424
735,505,596
677,704,577
-816,530,573
-767,-664,-612
-766,529,558
879,-712,-352
722,611,451
-735,700,-406
631,724,-769
-758,702,-234
-23,-32,0
734,666,-632
-692,-696,389
634,598,-681
771,-629,-397
-522,-656,431
-589,-771,-608
-743,640,-411
